,Gyny,ColonyStructure,ColonyFoundation,ColonyDensity,Workers,WorkerPolymorphism,MinBodySize,MaxBodySize,SterileWorkers,Sting,Diet,Aggressitivity,ForagingBehaviour,ActivityRange,HasSymbioses,Parasitic,SlaveMaking,NestRaids,Habitat,NestingType,DisturbanceSpecialist,InvasivenessStatus,Ecozone
Myrmelachista_nigrocotea,Oligogynous,Polydomous,Independent,NA,NA,No,NA,NA,NA,No,Om,NA,Ge,Day,Yes,No,No,No,RF,TC,No,Native,Neo
Formica_lasioides,NA,NA,NA,NA,5.70711026474888,NA,NA,NA,NA,No,Om,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Pachycondyla_crenata,Polygynous,Monodomous,Independent,NA,3.93182563272433,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,No,No,No,RF,TC,No,Native,Neo
Polyrhachis_volkarti,NA,NA,NA,NA,NA,No,1.70474809223843,1.93152141160321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aphaenogaster_rudis,Oligogynous,NA,Independent,Abundant,7.55642796944025,No,NA,NA,No,Yes,Om,Evasive,NA,DayAndNight,No,No,No,No,Ge,LF,NA,Native,Ne
Phasmomyrmex_wolfi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Linepithema_dispertitum,Monogynous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Exotic,Neo
Camponotus_varus,NA,NA,NA,NA,NA,Yes,2.484906649788,2.94443897916644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aphaenogaster_fulva,Monogynous,NA,NA,NA,4.0943445622221,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,TF,TAL,NA,Native,Ne
Aenictus_foreli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Tranopelta_gilva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Plagiolepis_livingstonei,NA,NA,NA,NA,NA,NA,0.955511445027436,1.06471073699243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Myrmicocrypta_longinoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Co
Anochetus_jonesi,NA,NA,NA,NA,NA,NA,1.70474809223843,1.75785791755237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aenictogiton_attentuatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_sewellii,NA,NA,NA,NA,NA,NA,1.25276296849537,1.56861591791385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Anoplolepis_mediterranea,NA,NA,NA,NA,NA,NA,1.30833281965018,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_nigrans,NA,NA,NA,NA,NA,No,1.50407739677627,1.64865862558738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,Native,Af
Pheidole_specularis,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Ho,NA,MR,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Strumigenys_precava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Om,NA,HT,NA,NA,NA,NA,NA,NA,TAL,NA,Native,Neo
Aphaenogaster_megommata,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,De,NA,NA,Native,Ne
Proceratium_convexiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Neivamyrmex_humilis,Monogynous,NA,Independent,NA,NA,Yes,NA,NA,Yes,Yes,Pr,Aggressive,AA,Day,No,No,No,Yes,RF,NA,No,Native,Neo
Camponotus_pompeius,NA,NA,NA,NA,NA,Yes,2.46809953147162,2.77258872223978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Neivamyrmex_nyensis,Monogynous,Monodomous,Dependent,NA,NA,Yes,NA,NA,No,Yes,NA,NA,NA,NA,No,No,No,No,Ge,NA,No,Native,Ne
Temnothorax_salvini,Monogynous,Monodomous,Independent,NA,NA,No,NA,NA,NA,Yes,NA,NA,MR,NA,NA,No,No,No,RF,Ub,No,Native,Neo
Proceratium_chickasaw,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Pr,NA,NA,NA,No,No,No,No,Ge,Un,No,Native,Ne
Camponotus_castaneus,Monogynous,NA,Independent,NA,5.39816270151775,Yes,NA,NA,No,No,Om,NA,NA,NA,NA,No,NA,NA,Ge,Gr,NA,Native,Ne
Pheidole_megacephala,Polygynous,Supercolonial,Dependent,Abundant,11.5129354649202,Yes,1.09861228866811,1.6094379124341,Yes,Yes,Om,Aggressive,Ge,DayAndNight,Yes,No,No,NA,Ge,TAL,Yes,Invasive,Af
Gnamptogenys_sulcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Aenictus_eugenii,NA,NA,NA,NA,NA,NA,1.54756250871601,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Odontomachus_meinerti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Neo
Pheidole_tanyscapa,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Night,NA,NA,NA,NA,Ge,Un,NA,Native,Neo
Anochetus_kempfi,Polygynous,NA,Facultative,NA,4.61512051684126,NA,2.12823170584927,2.2082744135228,Yes,Yes,Pr,Aggressive,SF,Night,NA,NA,No,NA,Ge,Ub,NA,Native,Au
Dorylus_leo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_laevinasis,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,TF,Ub,NA,Native,Ne
Megalomyrmex_modestus,Polygynous,Monodomous,NA,NA,NA,No,NA,NA,NA,Yes,Om,Aggressive,Ge,NA,NA,NA,No,No,RF,Gr,No,Native,Neo
Dorylus_burmeisteri,NA,NA,NA,NA,NA,Yes,2.62103882411258,2.62103882411258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Formica_obscuriventris,Monogynous,NA,Independent,NA,NA,Yes,NA,NA,NA,No,Ho,NA,NA,NA,NA,No,NA,NA,Ge,TAL,NA,Native,Ne
Cataglyphis_bombycinus,Monogynous,Monodomous,Independent,NA,NA,Yes,1.87180217690159,2.56494935746154,NA,No,Om,Evasive,SF,Day,No,No,No,No,De,Un,No,Native,Co
Tapinoma_lugubre,NA,NA,NA,NA,NA,NA,0.955511445027436,1.02961941718116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Af
Formica_archboldi,NA,NA,NA,NA,5.77455154554441,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Sh,Gr,NA,Native,Ne
Pheidole_paiute,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Ne
Strumigenys_borgmeieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Pheidole_nasutoides,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Gnamptogenys_triangularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Exotic,Neo
Pyramica_wheeleri,Monogynous,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Procryptocerus_schmitti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Discothyrea_antarctica,NA,NA,NA,Rare,3.43398720448515,No,1.09861228866811,1.09861228866811,NA,NA,Pr,Evasive,NA,NA,NA,NA,NA,NA,TF,Ub,NA,Native,Au
Crematogaster_juventa,NA,NA,NA,NA,NA,NA,1.30833281965018,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_foliocrypta,NA,Polydomous,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,MR,NA,Yes,NA,No,No,RF,LF,No,Native,Neo
Dorylus_acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_alberti,Monogynous,Monodomous,NA,NA,NA,No,NA,NA,NA,Yes,Pr,NA,SF,NA,No,No,No,No,RF,TAL,No,Native,Neo
Camponotus_criniticeps,NA,NA,NA,NA,NA,Yes,2.11625551480255,2.11625551480255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Adelomyrmex_longinoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pyramica_reflexa,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,TF,LF,NA,Native,Ne
Monomorium_perplexum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Pa
Acropyga_smithii,Polygynous,Monodomous,NA,NA,NA,No,NA,NA,NA,No,NA,Evasive,NA,NA,NA,No,No,No,RF,Un,No,Native,Neo
Phasmomyrmex_aberrans,NA,NA,NA,NA,NA,Yes,1.93152141160321,2.14006616349627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Af
Camponotus_grandidieri,NA,NA,NA,NA,NA,NA,1.79175946922805,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Camponotus_subbarbatus,Monogynous,NA,Independent,NA,8.17779668327778,Yes,NA,NA,No,No,Om,NA,NA,NA,NA,No,NA,NA,Ge,Ub,NA,Native,Ne
Pheidole_rogeri,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Un,NA,Native,Neo
Dorylus_depilis,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Solenopsis_abdita,NA,NA,NA,NA,5.30330490805908,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,Yes,Native,Ne
Paratrechina_austroccidua,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,No,No,No,NA,Ub,No,Native,Co
Aenictus_mariae,NA,NA,NA,NA,NA,NA,1.09861228866811,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Hylomyrma_dentiloba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Linepithema_neotropicum,Monogynous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Neo
Anochetus_altisquamis,NA,NA,NA,NA,NA,NA,1.79175946922805,1.85629799036563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Ne
Crematogaster_gallicola,NA,NA,NA,NA,NA,NA,1.16315080980568,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TC,NA,Native,Af
Camponotus_laevigatus,Monogynous,NA,Independent,NA,7.60140233458373,Yes,2.07944154167984,2.63905732961526,No,No,NA,NA,NA,DayAndNight,NA,No,NA,NA,Ge,NA,Yes,Native,Ne
Cerapachys_sylvicola,NA,NA,NA,NA,NA,NA,1.58923520511658,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Anochetus_levaillanti,NA,NA,NA,NA,NA,NA,1.82454929205105,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pachycondyla_harpax,NA,NA,Independent,NA,5.01727983681492,No,2.07944154167984,2.39789527279837,NA,Yes,Om,NA,NA,DayAndNight,NA,No,NA,NA,RF,Gr,No,Native,Co
Pheidole_tysoni,Monogynous,Monodomous,Independent,NA,NA,Yes,NA,NA,Yes,Yes,Om,NA,NA,NA,Yes,No,No,No,Ge,Un,No,Native,Ne
Pyramica_trieces,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Pr,NA,SF,NA,No,No,No,No,RF,LF,No,Native,Neo
Camponotus_langi,NA,NA,NA,NA,NA,Yes,2.484906649788,2.70805020110221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_vestita,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,MR,NA,NA,NA,NA,NA,RF,Un,NA,Native,Neo
Leptogenys_elongata,Monogynous,NA,NA,NA,3.93182563272433,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Ne
Brachymyrmex_longicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Typhlomyrmex_rogenhoferi,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Camponotus_claviscapus,Monogynous,Monodomous,Independent,NA,NA,Yes,NA,NA,NA,No,Om,NA,SF,Night,NA,No,No,No,Ge,TAL,No,Native,Neo
Aphaenogaster_spinosa,Monogynous,Monodomous,Dependent,NA,6.21660610108486,No,1.79175946922805,2.07944154167984,NA,Yes,Om,NA,SF,Day,NA,NA,NA,NA,Ge,Ub,Yes,Native,Pa
Polyergus_samurai,Monogynous,NA,Dependent,NA,6.90875477931522,No,1.79175946922805,1.94591014905531,Yes,No,NA,Aggressive,Ge,Day,NA,NA,Yes,Yes,NA,Gr,NA,Native,Pa
Dolichoderus_pustulatus,Oligogynous,NA,Independent,NA,5.31811999384422,No,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,TF,NA,NA,Native,Ne
Strumigenys_cordovensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,LF,NA,Native,Neo
Pyramica_Sharra,NA,NA,NA,NA,NA,NA,1.09861228866811,1.16315080980568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Odontomachus_biolleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Co,NA,NA,Native,Neo
Rhytidoponera_metallica,NA,NA,NA,NA,NA,No,1.6094379124341,2.01490302054226,NA,NA,Pr,NA,NA,Day,NA,NA,NA,NA,Ge,Ub,NA,Native,Au
Pheidole_prostrata,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Paratrechina_fulva,Polygynous,Polydomous,NA,Abundant,NA,No,1.28093384546206,1.3609765531356,NA,NA,Om,Aggressive,Ge,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Co
Pachycondyla_pergandei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Aphaenogaster_gracillima,NA,NA,NA,NA,NA,NA,1.50407739677627,2.19722457733622,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,Ub,No,Native,In
Tetramorium_pacificum,NA,NA,NA,NA,NA,No,1.54756250871601,1.7227665977411,Yes,Yes,Om,NA,NA,DayAndNight,NA,NA,NA,NA,Ge,Ub,Yes,Exotic,Co
Brachymyrmex_nebulosus,NA,Monodomous,NA,NA,NA,No,NA,NA,NA,No,NA,NA,MR,Day,NA,No,No,No,Ge,Un,Yes,Native,Neo
Pheidole_fimbriata,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Temnothorax_whitfordi,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA,NA,Native,Ne
Plagiolepis_capensis,NA,NA,NA,NA,NA,NA,1.79175946922805,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Neivamyrmex_asper,Monogynous,NA,Independent,NA,NA,Yes,NA,NA,Yes,Yes,Pr,Aggressive,AA,NA,No,No,No,Yes,RF,NA,No,Native,Neo
Camponotus_werthi,NA,NA,NA,NA,NA,Yes,1.62924053973028,2.21920348405499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Co
Pseudolasius_bucculentus,NA,NA,NA,NA,NA,Yes,1.16315080980568,1.43508452528932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_puberulus,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_lango,NA,NA,NA,NA,NA,NA,1.06471073699243,1.06471073699243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Centromyrmex_alfaroi,Polygynous,Monodomous,NA,NA,NA,No,1.8099267731835,1.83577635464483,NA,Yes,Pr,NA,NA,NA,No,Yes,No,No,Ge,Ub,No,Native,Neo
Camponotus_nearcticus,Monogynous,NA,Independent,NA,4.24849524204936,Yes,1.50407739677627,2.14006616349627,No,No,Om,NA,NA,DayAndNight,NA,No,NA,NA,Ge,TC,NA,Native,Ne
Lachnomyrmex_regularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Messor_structor,Polygynous,Monodomous,NA,NA,7.82444593087762,Yes,1.94591014905531,2.30258509299405,NA,Yes,Om,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,No,Native,Pa
Dorylus_brevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Polyrhachis_laboriosa,NA,NA,NA,NA,NA,No,2.41591377830105,2.53369681395743,NA,NA,NA,Aggressive,NA,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Af
Formica_vinculans,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Ne
Hypoponera_nitidula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Lepisiota_albata,NA,NA,NA,NA,NA,NA,1.19392246847243,1.19392246847243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_turpis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Nothomyrmecia_macrops,Monogynous,Monodomous,Independent,NA,NA,No,NA,NA,NA,Yes,Om,NA,SF,Night,NA,No,No,No,Ge,Gr,No,Native,Au
Lasius_myops,Monogynous,NA,NA,NA,NA,No,1.09861228866811,1.38629436111989,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,TAL,No,Native,Pa
Camponotus_ferrugineus,Oligogynous,Monodomous,Independent,Abundant,8.00670084544037,NA,2.00148000021012,2.56494935746154,NA,NA,Om,Aggressive,NA,Day,NA,No,No,No,TF,Gr,NA,Native,Co
Plagiolepis_simoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_boruca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DayAndNight,NA,NA,NA,NA,RF,Gr,NA,Native,Neo
Camponotus_longipalpis,NA,NA,NA,NA,NA,NA,2.00148000021012,2.00148000021012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_vallifica,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TDF,Un,NA,Native,Neo
Ponera_testacea,Monogynous,NA,NA,NA,NA,No,1.38629436111989,1.38629436111989,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Un,No,Native,Pa
Pyramica_mandibularis,NA,NA,NA,NA,NA,NA,0.993251773010283,1.02961941718116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pogonomyrmex_maricopa,Monogynous,Monodomous,Independent,NA,6.62140565176413,No,2.11625551480255,2.11625551480255,NA,Yes,Gr,NA,MR,NA,No,No,No,No,Ge,Un,No,Native,Ne
Rogeria_leptonana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Carebara_reina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Temnothorax_lichtensteini,Monogynous,Monodomous,Independent,NA,5.52545293913178,No,1.09861228866811,1.38629436111989,NA,Yes,Om,Evasive,SF,NA,NA,NA,NA,NA,Ge,Ub,No,Native,Pa
Crematogaster_rugosior,NA,NA,NA,NA,NA,NA,1.48160454092422,1.56861591791385,NA,NA,Ho,NA,HT,NA,NA,NA,NA,NA,NA,TC,NA,Native,Af
Lepisiota_canescens,NA,NA,NA,NA,NA,NA,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Pachycondyla_cauta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Amblyopone_mutica,NA,NA,NA,NA,NA,NA,1.50407739677627,1.50407739677627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Trichomyrmex_destructor,Polygynous,Supercolonial,Facultative,Abundant,9.21044036697652,Yes,1.02961941718116,1.50407739677627,Yes,No,Om,Aggressive,NA,NA,Yes,No,No,No,Ge,Ub,Yes,Invasive,Co
Neivamyrmex_leonardi,Monogynous,NA,Dependent,NA,NA,Yes,NA,NA,No,Yes,Pr,NA,NA,NA,No,No,No,No,Ge,NA,No,Native,Ne
Pseudomyrmex_viduus,Polygynous,Polydomous,NA,NA,NA,No,NA,NA,NA,Yes,NA,Aggressive,NA,NA,Yes,No,No,No,RF,NA,No,Native,Neo
Leptanilla_africana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_larreae,NA,NA,NA,NA,6.67203294546107,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,De,NA,NA,Native,Ne
Lachnomyrmex_grandis,NA,NA,NA,Rare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,LF,NA,Native,Neo
Camponotus_striatus,Polygynous,Polydomous,Facultative,NA,NA,Yes,NA,NA,NA,No,Om,NA,SF,Day,No,No,No,No,Ge,TAL,Yes,Native,Neo
Camponotus_scabrinodis,NA,NA,NA,NA,NA,NA,1.7227665977411,1.7227665977411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,Native,Af
Crematogaster_stenocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_laurenti,NA,NA,NA,NA,NA,NA,1.02961941718116,1.28093384546206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_elevatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Solenopsis_zeteki,Oligogynous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,TC,NA,Native,Neo
Crematogaster_atkinsoni,Polygynous,NA,Independent,NA,6.21660610108486,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Native,Ne
Pheidole_innupta,Polygynous,NA,NA,Abundant,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Martialis_heureka,NA,NA,NA,NA,NA,NA,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Un,NA,Native,Neo
Temnothorax_recedens,Monogynous,NA,NA,NA,NA,No,1.09861228866811,1.38629436111989,NA,Yes,Om,Evasive,NA,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Pa
Wasmannia_auropunctata,Oligogynous,Supercolonial,Dependent,Abundant,8.00670084544037,No,0.693147180559945,1.09861228866811,Yes,Yes,Om,Aggressive,Ge,DayAndNight,Yes,No,No,NA,Ge,Ub,Yes,Invasive,Co
Temnothorax_minutissimus,Monogynous,Monodomous,Dependent,NA,0,No,NA,NA,No,NA,NA,NA,NA,NA,NA,Yes,No,No,TF,TAL,NA,Native,Ne
Rhopalothrix_weberi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Un,NA,Native,Neo
Simopone_annettae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Procryptocerus_mayri,Monogynous,Polydomous,Independent,NA,3.93182563272433,No,NA,NA,NA,Yes,NA,NA,NA,Day,No,No,No,No,RF,Ub,No,Native,Neo
Dorylus_terrificus,NA,NA,NA,NA,NA,Yes,1.79175946922805,2.77258872223978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Myrmecocystus_creightoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Ne
Azteca_gnava,Oligogynous,Polydomous,Facultative,NA,NA,Yes,NA,NA,Yes,No,Om,Aggressive,Ge,Day,Yes,No,No,No,RF,TC,NA,Native,Neo
Crematogaster_pulchella,NA,NA,NA,NA,NA,No,1.19392246847243,1.25276296849537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
